block_id,msg_type,sender,receiver,time_ms
0,IDONTWANT,222,805,152.26609853986068
0,IDONTWANT,222,193,152.26609853986068
0,IDONTWANT,222,39,152.26609853986068
0,IDONTWANT,222,801,152.26609853986068
0,IDONTWANT,679,172,159.27919852036507
0,IDONTWANT,679,384,159.27919852036507
0,IDONTWANT,679,87,159.27919852036507
0,IDONTWANT,679,813,159.27919852036507
0,IDONTWANT,505,475,160.86365119510225
0,IDONTWANT,505,973,160.86365119510225
0,IDONTWANT,505,37,160.86365119510225
0,IDONTWANT,505,576,160.86365119510225
0,IDONTWANT,865,985,162.66734595888536
0,IDONTWANT,865,235,162.66734595888536
0,IDONTWANT,865,408,162.66734595888536
0,IDONTWANT,865,206,162.66734595888536
0,IDONTWANT,239,428,167.87754831191336
0,IDONTWANT,239,30,167.87754831191336
0,IDONTWANT,239,509,167.87754831191336
0,IDONTWANT,239,942,167.87754831191336
0,IDONTWANT,193,872,170.4298742750948
0,IDONTWANT,193,886,170.4298742750948
0,IDONTWANT,193,818,170.4298742750948
0,IDONTWANT,193,20,170.4298742750948
0,IDONTWANT,649,441,181.67300236299695
0,IDONTWANT,649,35,181.67300236299695
0,IDONTWANT,649,699,181.67300236299695
0,IDONTWANT,649,420,181.67300236299695
0,IDONTWANT,717,99,193.5077085908733
0,IDONTWANT,717,702,193.5077085908733
0,IDONTWANT,717,5,193.5077085908733
0,IDONTWANT,717,247,193.5077085908733
0,IDONTWANT,648,650,194.5428382833579
0,IDONTWANT,648,42,194.5428382833579
0,IDONTWANT,648,298,194.5428382833579
0,IDONTWANT,648,564,194.5428382833579
0,IDONTWANT,892,259,197.1465711479147
0,IDONTWANT,892,974,197.1465711479147
0,IDONTWANT,892,320,197.1465711479147
0,IDONTWANT,892,933,197.1465711479147
0,IDONTWANT,677,659,197.31951272989477
0,IDONTWANT,677,617,197.31951272989477
0,IDONTWANT,677,525,197.31951272989477
0,IDONTWANT,677,113,197.31951272989477
0,IDONTWANT,932,68,198.46616575419506
0,IDONTWANT,932,709,198.46616575419506
0,IDONTWANT,932,456,198.46616575419506
0,IDONTWANT,932,254,198.46616575419506
0,IDONTWANT,172,723,198.99629642950165
0,IDONTWANT,172,986,198.99629642950165
0,IDONTWANT,172,765,198.99629642950165
0,IDONTWANT,172,921,198.99629642950165
0,IDONTWANT,499,551,201.2813001112433
0,IDONTWANT,499,540,201.2813001112433
0,IDONTWANT,499,568,201.2813001112433
0,IDONTWANT,499,325,201.2813001112433
0,IDONTWANT,428,361,201.83515584748008
0,IDONTWANT,428,22,201.83515584748008
0,IDONTWANT,428,503,201.83515584748008
0,IDONTWANT,428,643,201.83515584748008
0,IDONTWANT,650,275,201.96886684281543
0,IDONTWANT,650,384,201.96886684281543
0,IDONTWANT,650,746,201.96886684281543
0,IDONTWANT,650,213,201.96886684281543
0,IDONTWANT,653,440,204.07577662517141
0,IDONTWANT,653,590,204.07577662517141
0,IDONTWANT,653,407,204.07577662517141
0,IDONTWANT,653,474,204.07577662517141
0,IDONTWANT,474,337,205.26601363500436
0,IDONTWANT,474,825,205.26601363500436
0,IDONTWANT,474,992,205.26601363500436
0,IDONTWANT,474,966,205.26601363500436
0,IDONTWANT,275,974,208.94816081734217
0,IDONTWANT,275,189,208.94816081734217
0,IDONTWANT,275,816,208.94816081734217
0,IDONTWANT,275,111,208.94816081734217
0,IDONTWANT,87,605,209.1905559099354
0,IDONTWANT,87,970,209.1905559099354
0,IDONTWANT,87,914,209.1905559099354
0,IDONTWANT,87,649,209.1905559099354
0,IDONTWANT,651,355,209.49003552130347
0,IDONTWANT,651,137,209.49003552130347
0,IDONTWANT,651,135,209.49003552130347
0,IDONTWANT,651,112,209.49003552130347
0,IDONTWANT,540,687,211.2095582167326
0,IDONTWANT,540,145,211.2095582167326
0,IDONTWANT,540,610,211.2095582167326
0,IDONTWANT,540,151,211.2095582167326
0,IDONTWANT,590,52,211.77905782610452
0,IDONTWANT,590,548,211.77905782610452
0,IDONTWANT,590,883,211.77905782610452
0,IDONTWANT,590,411,211.77905782610452
0,IDONTWANT,320,867,212.21399553312173
0,IDONTWANT,320,540,212.21399553312173
0,IDONTWANT,320,68,212.21399553312173
0,IDONTWANT,320,704,212.21399553312173
0,IDONTWANT,600,178,213.23407998398918
0,IDONTWANT,600,799,213.23407998398918
0,IDONTWANT,600,943,213.23407998398918
0,IDONTWANT,600,162,213.23407998398918
0,IDONTWANT,850,270,215.05669541783504
0,IDONTWANT,850,393,215.05669541783504
0,IDONTWANT,850,118,215.05669541783504
0,IDONTWANT,850,352,215.05669541783504
0,IDONTWANT,393,579,215.7681140716613
0,IDONTWANT,393,367,215.7681140716613
0,IDONTWANT,393,235,215.7681140716613
0,IDONTWANT,393,692,215.7681140716613
0,IDONTWANT,254,213,216.27961980822508
0,IDONTWANT,254,371,216.27961980822508
0,IDONTWANT,254,344,216.27961980822508
0,IDONTWANT,254,485,216.27961980822508
0,IDONTWANT,86,625,216.88684926657763
0,IDONTWANT,86,295,216.88684926657763
0,IDONTWANT,86,690,216.88684926657763
0,IDONTWANT,86,368,216.88684926657763
