block_id,node_id,time_ms
0,637,0
0,902,161.48306840415162
0,888,195.05426218691775
0,453,225.9402949617604
0,574,228.4624096038089
0,734,233.48285099996275
0,19,237.05921471148736
0,55,253.25101573624636
0,792,272.0320908787262
0,227,278.01859668662394
0,529,282.74696327257004
0,834,285.21347512230403
0,654,297.2817695459471
0,750,298.95302889292
0,742,300.8947349384656
0,345,302.753805284686
0,771,306.2365673641264
0,428,313.00650296511515
0,777,321.5367048445678
0,336,322.40477895708693
0,649,326.6357791952913
0,409,327.9527497976829
0,337,330.1053124156246
0,790,336.9673108749713
0,900,344.2172067320173
0,886,346.0216319523564
0,58,347.5131884500164
0,508,347.90923365540584
0,272,354.77339175732027
0,452,354.87370697432334
0,976,355.02146334699773
0,815,357.5096712142955
0,597,358.96124384201215
0,762,359.55599180926674
0,260,360.57205976956584
0,809,366.1188817479736
0,553,366.4843179279952
0,447,366.51049541430433
0,314,367.5092263037046
0,102,368.52607972173905
0,173,368.7398606735304
0,994,369.0557271091692
0,563,369.10420596241596
0,253,372.444270550273
0,289,372.6081868833246
0,86,372.96948805012545
0,937,373.1594903603278
0,106,375.15350198627925
0,456,377.1168221257145
0,323,378.60042171409685
0,265,379.05310875715446
0,112,380.3406258462385
0,298,381.0068831297325
0,329,381.4047294346393
0,258,383.2324450909462
0,528,383.3307596415298
0,766,384.728362848651
0,969,386.19221323662543
0,932,387.32399784598755
0,644,388.78545096732455
0,516,391.46257197691205
0,150,391.51740855087394
0,992,391.53917069970424
0,127,392.5523312744475
0,674,392.66190624744263
0,964,393.56643492984944
0,54,394.561844032802
0,317,395.12199159311933
0,315,395.48555677971785
0,169,398.19345551426557
0,603,398.9668990858411
0,450,399.5343973972898
0,540,403.01556805619606
0,619,404.0054209521401
0,285,404.56029208038876
0,282,405.0882301040434
0,875,406.7135413201587
0,324,407.6319335914359
0,501,409.74866695409537
0,704,410.30008509424556
0,988,411.79054422600916
0,938,412.1680703668551
0,347,413.2243009781328
0,979,413.23734075582564
0,922,414.00645892388115
0,191,414.21599005401396
0,346,414.59708864632364
0,362,415.72038619486847
0,340,415.8041397913825
0,78,418.81632787516696
0,461,421.4953125575167
0,210,423.4411768759226
0,124,425.98380934087874
0,338,426.1376572882358
0,319,427.86630864123435
0,433,428.60044010055503
0,623,429.762298079072
0,119,430.6877344281961
0,513,430.7441814406445
0,381,431.5687918466129
0,986,433.72432044122417
0,316,434.4802793977383
0,123,435.13626367158196
0,609,435.6940531200904
0,705,435.8172631423193
0,907,435.90035311986935
0,778,435.92689697880246
0,610,437.7055299715043
0,586,437.9661402554987
0,539,438.83011164311864
0,521,438.9126651587569
0,643,439.1378485023662
0,954,439.9558404756633
0,977,441.6811790724128
0,784,441.78632322396885
0,215,442.2569056028274
0,473,442.3905846114764
0,848,444.3897465892836
0,816,445.3401178389249
0,77,446.12226530109683
0,634,446.755278120293
0,137,446.75632472827965
0,208,447.31526060009776
0,856,447.81862379771417
0,145,447.85985856584057
0,23,449.21148280872507
0,234,450.6613643484671
0,9,451.28071316470346
0,318,451.50772465005326
0,681,453.74909403640845
0,830,455.5774247988906
0,703,456.85466324796414
0,149,458.25509823488085
0,464,458.6495826479721
0,478,460.1485150315829
0,507,460.8964605612739
0,114,461.3468412257424
0,241,463.65857855344734
0,48,464.0050182882351
0,463,464.06058614248917
0,292,464.06957164024857
0,591,464.1998021136953
0,783,464.7782064461559
0,378,465.5339434777597
0,449,465.7498036590376
0,753,466.5055520450987
0,939,466.666843356091
0,402,467.08635778892994
0,167,468.4091757379377
0,650,469.00242229077617
0,819,469.7748055204264
0,374,470.0511442106894
0,247,470.1057118627743
0,841,470.41428012320483
0,660,470.61398672498467
0,838,470.6306975613456
0,793,471.36921982512894
0,188,472.01055334947927
0,894,472.30808401805183
0,719,472.4060412495217
0,51,472.4792028742821
0,190,472.48309896586767
0,369,473.4692389301874
0,16,474.02657771896406
0,128,474.7742926419843
0,140,475.45175479493673
0,291,475.53777406985904
0,829,475.61786251281853
0,268,475.65093729944175
0,620,475.82557778728847
0,371,476.5180449274468
0,911,477.1083378200251
0,396,478.26658329754395
0,765,478.4760041064535
0,226,478.670859558582
0,557,478.7445830711955
0,600,478.8322183626883
0,853,479.02783475487803
0,107,479.05645229406366
0,658,479.42003487308637
0,12,479.4281362173365
0,818,480.1347079338271
0,446,480.5613952287936
0,97,480.7707509362366
0,438,481.0206858150165
0,876,482.07385160554617
0,498,482.88932400004256
0,475,483.81277363684126
0,408,483.8480060510495
0,139,483.99217482255716
0,511,484.32058266884974
0,254,484.6754499656686
0,535,484.75756863732846
0,360,485.0810208801114
0,598,485.2995412251716
0,760,485.5500624967123
0,737,486.5337624080382
0,264,487.1362606097449
0,510,487.5205038295777
0,726,488.34899416715604
0,185,488.8545471526453
0,950,489.1693882118019
0,859,489.29921178827976
0,758,490.60196975754394
0,5,490.9381549256417
0,666,492.4566823426182
0,566,494.03060938819067
0,500,494.0968134865563
0,158,494.3858463887629
0,866,494.53827662718777
0,313,494.7758555017307
0,407,495.22822320445306
0,857,495.39300738782447
0,494,495.5036970855747
0,200,495.7667807752509
0,294,495.91319359100277
0,990,496.21107922232613
0,418,496.6529838599093
0,3,497.14971924623626
0,624,498.3501918108484
0,155,498.378026225993
0,633,498.51857284330936
0,164,499.8952046504359
0,67,500.30366300377455
0,184,500.3350648293308
0,105,502.21451515549705
0,350,502.7335598887316
0,484,503.73706067255563
0,864,504.6988811115306
0,440,505.8341885660292
0,676,505.902544694222
0,989,507.9274078174076
0,519,508.08796486075516
0,46,508.18679457973735
0,527,508.2439326008476
0,751,508.29447730890246
0,263,508.4827484619885
0,618,508.6164205868203
0,454,509.5701893756488
0,874,511.19562776051737
0,269,511.56056447844287
0,946,513.1376845257979
0,202,514.4166037724749
0,653,514.4380096499306
0,483,514.7796428968063
0,806,515.0934698125947
0,636,515.1751431724689
0,419,515.5272049861899
0,965,515.6372747897833
0,691,515.7219499677481
0,844,516.6476571446883
0,741,516.784332019015
0,175,516.8550586140354
0,39,517.3466960373872
0,926,517.7128361752917
0,714,517.7282653757302
0,996,518.0917458261147
0,189,518.9195561758039
0,906,519.269328354845
0,759,519.7128411241141
0,882,521.307465143087
0,532,522.0709369506783
0,897,522.1848078462593
0,646,522.4710585877082
0,101,522.507486502631
0,952,522.7785875335932
0,134,523.2805454837575
0,203,523.481315812401
0,132,523.5074904928885
0,306,523.5124540001392
0,514,523.9603198235442
0,377,524.2642670831082
0,246,525.0988094678993
0,552,525.7276047274344
0,877,526.7779286017199
0,606,528.9188502416062
0,81,529.1163457635565
0,219,529.2333449770464
0,466,529.5488562326768
0,195,530.2926973042167
0,593,530.3628855084811
0,186,531.03577699106
0,561,531.4461804152334
0,713,531.6615945445978
0,786,531.9673305914462
0,331,532.2622282419492
0,457,532.4601192124697
0,584,533.7290051584898
0,412,533.7497989390524
0,747,533.840543786903
0,755,534.4902921719439
0,709,535.2272406911129
0,785,536.2326760321886
0,221,536.4836967675689
0,413,536.7294582642494
0,65,537.3465722640075
0,752,537.5122213670252
0,154,537.6278071263231
0,698,537.6528286053622
0,451,538.4652810523061
0,614,539.1613522850373
0,544,539.4110474557294
0,590,540.1422388391742
0,858,540.9953335141174
0,799,541.3434900235263
0,723,541.6547853616657
0,890,541.9749931450724
0,180,542.1375673621311
0,638,542.3211930834057
0,129,543.4227275554769
0,928,543.6043967872839
0,161,543.6625733664898
0,641,543.7076243635127
0,327,543.9925749722146
0,122,544.0920482400568
0,960,544.4381845118397
0,299,545.4612868967646
0,52,546.0983840462524
0,632,547.0091210894893
0,275,547.1791092699074
0,2,548.0380355791275
0,545,548.1104658562538
0,664,548.805675191534
0,542,548.8127968217352
0,233,548.8243062570859
0,682,549.2399980542568
0,873,549.4199526601628
0,157,550.3157422501814
0,582,550.7263599799527
0,133,550.8903880799528
0,342,551.0921603889744
0,729,551.4255767678632
0,613,551.5535525403586
0,262,552.8131507883226
0,152,552.9851983248182
0,334,553.4473964998557
0,228,553.7808466126719
0,724,553.9237772950484
0,925,554.1066536660129
0,192,554.2609402389427
0,547,555.124100251475
0,395,555.4999295497992
0,92,555.532463553217
0,763,555.9730494181002
0,679,556.1193690865134
0,687,556.2744420222089
0,95,556.5004146951012
0,187,556.7241838728754
0,835,557.0086132217214
0,512,557.1217030906507
0,957,557.3482464442546
0,675,558.1270558541587
0,390,558.2764769775273
0,297,558.5144061232211
0,493,558.7646523224197
0,933,559.2282571725103
0,470,559.565266959321
0,914,559.7544952458147
0,248,559.9553790124609
0,308,560.618876061901
0,958,560.8227487161034
0,524,560.9273653550385
0,831,561.7399783106797
0,972,561.7453966583008
0,474,562.0966589682703
0,239,562.6615010058292
0,847,562.8904122182097
0,595,563.1238295719685
0,251,563.275419525404
0,626,563.6062653408529
0,301,563.7405865484402
0,333,564.6930705573551
0,575,564.8305090984843
0,665,564.8380263945636
0,212,564.8997807986909
0,686,565.8186623819589
0,896,565.9041201419965
0,879,566.153156372205
0,991,566.3543853454361
0,146,566.8878459247221
0,999,567.0557279125983
0,22,567.0572054355055
0,142,567.5636474067247
0,975,568.204166102403
0,238,569.0298013851695
0,197,569.2052655988928
0,881,569.3499952751765
0,209,569.3826054224652
0,733,569.4019851437514
0,328,569.5168447866295
0,383,569.924304847638
0,250,570.2858419437068
0,571,570.4925136335161
0,663,571.5027528296995
0,37,571.7448413992087
0,930,572.0359540435521
0,68,572.155078582087
0,252,572.202255934172
0,26,572.5106983117219
0,684,573.1273245668835
0,935,574.2429790584152
0,601,574.8291643300136
0,99,574.9001796902431
0,668,574.9044910196536
0,386,574.9858090344482
0,812,575.00476107331
0,172,575.8168593722525
0,231,575.9789412916168
0,168,576.0919785306882
0,480,576.3910888042211
0,84,576.5543387374219
0,985,576.8248734510768
0,587,577.0324642336265
0,735,578.0333400137217
0,332,578.1331105257067
0,685,578.5747030063117
0,788,578.6241673643484
0,617,578.7892364986128
0,825,578.8420271934841
0,635,578.8806092808641
0,782,580.4553762494787
0,854,580.715532322894
0,388,580.9044510697161
0,921,580.9695014704517
0,531,581.5706863029762
0,631,581.7868274936599
0,491,581.8968312542762
0,851,581.9476716715004
0,76,582.265264729201
0,74,582.6777144995747
0,87,583.4726274937814
0,998,583.6187084025604
0,840,583.7751457028473
0,982,584.5096159906836
0,279,585.6990161105543
0,430,585.8733806758067
0,116,585.9014755288212
0,144,585.977291896068
0,341,586.2053001995259
0,808,586.9274130407716
0,17,587.2933623160117
0,803,587.4447192387238
0,382,587.870965976838
0,955,588.2320993971846
0,442,588.3426169953452
0,304,588.4664033612421
0,827,588.599186855586
0,24,588.8412984617624
0,405,588.9391115945106
0,1,589.1320172680919
0,569,590.1006573439165
0,887,590.161566721762
0,71,590.4349412620197
0,645,591.2056750163699
0,103,591.3018661113322
0,533,591.5055018044839
0,842,591.5533165110652
0,421,591.8376441785175
0,746,591.951788516486
0,798,592.4692910937198
0,966,592.5414111325063
0,373,592.9325451975321
0,837,592.978094540835
0,364,593.1427308969829
0,800,593.2109411383428
0,160,593.860334761485
0,967,594.047454953619
0,111,594.9466956007282
0,432,595.1637284457062
0,293,595.2507583323696
0,156,595.3527290973195
0,211,595.417340793053
0,287,595.5687909405451
0,20,595.6404288687839
0,391,595.7421279034887
0,274,595.8204353098693
0,367,595.8452202042189
0,570,595.8991066013398
0,25,596.0315006346448
0,110,596.5452201055232
0,256,596.6573367434297
0,276,597.0830141096744
0,448,597.4605494384916
0,401,597.804913720244
0,731,597.8553056365377
0,884,598.2175677274807
0,543,598.8328111668703
0,573,598.9630640597403
0,880,599.6615362719696
0,281,600.2569522316477
0,943,600.3461550778105
0,460,600.7542438353183
0,910,601.1731087241835
0,49,601.4059578657323
0,311,602.1072249388764
0,170,602.1128579394165
0,689,602.2632564987168
0,321,602.4231714614086
0,502,602.4822020519924
0,549,602.5257522396281
0,568,602.8179204000203
0,589,602.9330850121693
0,79,603.30804254538
0,468,603.4657942678566
0,368,604.3652666791518
0,495,604.3911407773651
0,481,605.4420660740658
0,775,605.5171036504435
0,743,605.7006727586606
0,781,606.1173635799931
0,826,606.4458741631898
0,893,606.4539004309213
0,288,606.4783493839541
0,828,606.9249201298707
0,403,607.0672363180663
0,585,607.525211128589
0,82,607.9622987792853
0,936,608.0305377073664
0,352,608.2363880290495
0,353,609.2319973829536
0,225,609.255439449131
0,594,609.4472583277641
0,245,610.0106452345492
0,270,610.0787860441144
0,174,610.2997381123309
0,205,610.7585432217267
0,608,611.0819329471368
0,817,611.3247240878941
0,862,611.5763975880737
0,59,611.6185337980172
0,919,612.0662868882342
0,163,612.3510188379407
0,845,612.54759524672
0,21,612.7956779753486
0,135,612.9677607141722
0,863,612.9845611869146
0,42,613.1064064621797
0,435,613.1874353857581
0,947,613.2268763644125
0,602,613.2602317831403
0,7,613.3601489405745
0,551,613.894774093718
0,564,613.9668548102101
0,706,614.0346857470672
0,662,614.1662794288801
0,36,614.3650506431072
0,85,614.3805570918867
0,458,614.4671157279605
0,307,615.0451186594862
0,558,615.0583750441047
0,701,616.5086959664981
0,984,617.3965522179157
0,716,617.4213230378077
0,655,617.431563618547
0,358,617.5555057789214
0,30,618.2846246613695
0,280,618.6176384553695
0,736,618.6601829486565
0,109,618.8201635217334
0,148,619.0322367369905
0,420,619.2293413162047
0,692,619.327297412378
0,75,619.6552950525196
0,738,620.0124601252643
0,659,620.0427272899725
0,181,620.0981743871658
0,243,620.2726106734879
0,398,620.5226527148938
0,70,620.9231979769938
0,348,621.3451724654182
0,476,621.4354654790009
0,647,621.4817109021025
0,312,621.7908827725416
0,61,621.8511424208555
0,56,622.1850917155848
0,995,622.2814354574211
0,588,622.2968778915417
0,410,622.6304195166372
0,437,622.6804244943011
0,578,623.1188619292991
0,901,623.3713275991461
0,657,623.7777224646954
0,117,623.9199389901821
0,980,624.0550941596135
0,38,625.6537485178345
0,546,625.9595588503825
0,767,626.1644301491833
0,850,626.2749640052632
0,376,626.6521349455712
0,166,626.8720604982761
0,940,626.9347508814384
0,394,627.2735632144597
0,411,627.613072916965
0,397,627.7917771056852
0,518,627.9433912534191
0,34,627.9630602919866
0,136,628.0306042343893
0,27,628.5100350601687
0,908,629.0803902572195
0,404,629.0908237590065
0,244,629.3253721874738
0,968,629.3296269907536
0,839,629.8787273500894
0,6,630.0565612046233
0,286,630.2922703296912
0,72,630.4784866632216
0,867,630.6373013228069
0,770,630.6556040422489
0,599,630.8286369550071
0,15,631.4955385018968
0,720,631.5331779176471
0,550,631.8619331696797
0,895,631.9269840318802
0,525,632.1826103243419
0,780,632.4218010912126
0,53,632.726538409963
0,506,632.9282583299087
0,918,633.3664382322388
0,820,633.49690211487
0,605,633.5013143510645
0,779,633.7461904407439
0,865,633.8950219402955
0,47,633.9699446471145
0,125,634.1373614389281
0,427,634.3022924993658
0,322,634.3398863922122
0,754,634.8669865497171
0,130,635.1847655796157
0,537,635.2073136134765
0,344,635.3511153266718
0,356,635.4309899450316
0,429,635.6170407981595
0,554,636.0504918470567
