block_id,node_id,time_ms,inject_time_ms
0,243,0,0
1,606,31.25,31.25
2,557,62.5,62.5
3,133,93.75,93.75
4,378,125.0,125.0
0,985,150.11693184211657,0
5,937,156.25,156.25
0,698,158.33436037539354,0
0,278,173.40638648569552,0
6,618,187.5,187.5
0,51,187.67730587389408,0
0,501,191.93231292957609,0
0,307,193.45680835929954,0
0,115,197.43911559877645,0
0,831,201.65522407276353,0
0,687,203.25872615152375,0
0,964,214.3703110475911,0
7,485,218.75,218.75
1,177,219.22718001765855,31.25
1,302,228.92455552956267,31.25
0,50,230.64065007322472,0
0,798,231.4944292512261,0
0,928,232.9626543153438,0
0,520,235.8485098807683,0
2,375,236.7960458163542,62.5
1,193,238.8986425799078,31.25
0,226,243.49352583134694,0
3,54,247.77036755051472,93.75
0,868,248.73021005614783,0
8,640,250.0,250.0
1,579,252.1315432234157,31.25
0,442,252.42206387877033,0
1,980,254.4581266639352,31.25
0,276,255.530278977421,0
2,136,255.56888107950468,62.5
0,775,259.1279209948717,0
1,441,259.2314350675632,31.25
0,349,260.93491647770315,0
0,690,262.20824110605986,0
1,224,264.10958704273116,31.25
2,922,266.10967824028864,62.5
2,753,267.50759480253305,62.5
0,410,268.0162070675571,0
0,283,270.38642461523654,0
0,168,271.67228347087655,0
1,919,272.9493188113079,31.25
2,117,274.408828561431,62.5
1,311,274.4428520487608,31.25
1,883,275.3394751852128,31.25
0,503,275.4674909454776,0
1,767,276.57744857669854,31.25
0,493,277.762177475609,0
1,261,278.9396223950514,31.25
0,641,279.83965668759805,0
0,578,279.9557648541697,0
1,204,280.55670126335394,31.25
0,214,280.65090297076966,0
9,594,281.25,281.25
0,312,282.9046967167395,0
0,869,283.6064912014441,0
0,528,283.68521597400974,0
1,513,283.818349059805,31.25
0,255,284.2237606625358,0
0,485,284.3828973212856,0
0,30,285.5156492796916,0
0,649,285.6311581916079,0
0,672,286.0501650784236,0
0,497,287.35640506150605,0
0,401,287.7948247016405,0
0,405,289.16341032508876,0
1,399,290.70449787331836,31.25
2,86,291.4764546685435,62.5
0,689,291.82076445744167,0
0,837,293.69201462155934,0
1,247,294.6388551245261,31.25
0,464,296.4347898032999,0
0,827,298.0239675890239,0
0,766,298.3849282573307,0
1,495,298.4684678005974,31.25
2,350,298.9283614331751,62.5
1,330,300.4666811929352,31.25
2,433,300.47295766869746,62.5
1,739,301.4381828813192,31.25
3,44,303.77372201604254,93.75
0,935,304.03989909650164,0
0,927,304.69687963827204,0
0,184,305.23138585620654,0
0,284,306.08939190669474,0
0,965,306.2358207455055,0
1,984,306.48474730403547,31.25
0,218,307.5561942782923,0
1,11,307.89235221844825,31.25
0,780,307.9304615599347,0
0,588,308.13594033363273,0
1,20,308.2481226665047,31.25
1,802,308.6381611251096,31.25
0,432,308.70006837027125,0
1,875,309.34864161536854,31.25
0,747,309.8582717916557,0
