block_id,shard_count
0,81056
1,83872
2,83072
3,84736
4,80320
5,81440
6,82944
7,82784
8,79616
9,79232
10,77920
11,78816
12,78304
13,81504
15,78688
14,78720
16,76128
17,75872
18,75040
19,79392
20,77376
21,76768
22,78240
23,76928
24,75520
25,77248
26,75872
27,77056
28,76416
29,76192
30,76672
31,76256
32,76672
33,78368
34,75776
35,74304
36,77376
37,73472
38,77536
39,75648
40,72896
41,70976
42,75488
43,73056
45,73056
44,74432
46,76352
47,74560
48,75456
49,75136
50,72832
51,77504
52,73888
53,72288
54,74336
55,74624
56,74880
57,73280
59,73984
58,71520
61,75936
60,74080
62,74144
63,71712
