block_id,shard_count
0,125792
1,125824
2,125792
3,125824
4,125824
5,125760
6,125792
7,125760
8,125760
9,125824
10,125760
11,125792
12,125760
13,125824
14,125792
15,125792
16,125728
17,125792
18,125760
19,125792
20,125760
21,125792
22,125792
23,125824
24,125760
25,125760
26,125760
27,125920
28,125760
29,125792
30,125760
31,125824
32,125792
33,125792
34,125792
35,125792
36,125792
37,125824
38,125760
39,125792
40,125792
41,125920
42,125792
43,125760
44,125792
45,125792
46,125760
47,125760
48,125792
49,125792
50,125792
51,125760
52,125792
53,125824
54,125824
55,125760
56,125792
57,125792
58,125728
59,125824
60,125824
61,125824
62,125792
63,125824
