block_id,shard_count
0,168696
1,178848
2,172440
3,164520
4,176688
5,160236
6,170856
7,169956
8,172080
9,172800
10,176256
11,174312
12,184680
13,171756
14,178524
15,184356
16,187992
17,168156
18,182232
19,194616
20,180684
21,183672
22,174600
23,184284
24,189756
25,187632
26,180684
27,180864
28,200088
29,179100
30,194256
31,176832
32,186012
33,178632
34,178884
35,175176
36,190368
37,177948
38,186048
39,185976
40,188424
41,185148
42,178704
43,177228
44,170460
45,180828
46,186012
47,182556
48,184392
49,184464
50,185184
51,176724
52,187344
53,186408
54,184608
55,183600
56,192168
57,194292
58,183312
59,177912
60,181332
61,179784
62,191736
63,190908
