block_id,node_id,time_ms,inject_time_ms
0,243,0,0
1,606,62.5,62.5
2,557,125.0,125.0
3,133,187.5,187.5
0,104,197.20721378767823,0
0,820,228.88813891929593,0
0,241,237.96261256691236,0
0,637,245.48827970833435,0
0,167,246.84468027409883,0
4,378,250.0,250.0
0,276,253.32046353624693,0
0,446,259.608544165043,0
0,350,261.95836529146305,0
0,229,278.1327735848278,0
0,283,294.0245370716463,0
0,365,299.2745630915855,0
0,403,305.01622964066684,0
5,937,312.5,312.5
0,326,314.64405317105366,0
0,55,317.2595272291988,0
2,218,317.9217750979352,125.0
0,888,320.25582846883844,0
0,993,323.03763224657143,0
0,143,323.52168218985867,0
0,561,331.6399374740732,0
1,263,338.89764530071665,62.5
0,252,341.4368602177858,0
0,500,342.9156403111241,0
1,113,345.79227096990735,62.5
1,221,351.07673506821845,62.5
0,916,351.7917880330218,0
1,375,351.86621923234094,62.5
0,532,351.98716563853515,0
0,48,353.957844836358,0
0,682,354.4772709801649,0
0,698,354.8660074460591,0
0,392,355.44698592390324,0
0,470,355.99893410975335,0
2,703,357.1960319943656,125.0
0,450,358.9977492101799,0
0,885,361.82718724990576,0
0,562,366.6012300435162,0
0,880,367.77734292726194,0
0,834,374.59006687268845,0
6,618,375.0,375.0
0,427,375.4093537095847,0
1,93,376.1680108134528,62.5
2,9,376.4887247370102,125.0
0,545,382.41275562890456,0
2,832,382.93658094357534,125.0
0,819,383.0256953849399,0
0,157,385.92085193872697,0
0,781,386.15677798576723,0
0,407,386.25949357083584,0
0,906,388.1372225445582,0
0,144,390.23381334099014,0
0,404,392.2807318816403,0
0,531,393.76622854516853,0
0,269,397.697171971541,0
1,69,398.710882666598,62.5
0,689,399.03419754456786,0
0,152,400.6452981603894,0
1,289,401.97962513454604,62.5
0,101,402.8207541955876,0
0,764,404.8020081778656,0
1,807,405.89137478602066,62.5
0,342,409.2711250883427,0
0,608,409.6744366939086,0
0,645,413.5029463681684,0
3,339,413.96072476430516,187.5
0,317,414.1408522253036,0
0,151,414.5095855779647,0
0,196,414.6832711517333,0
2,251,414.7362586849737,125.0
0,768,415.0013906627676,0
1,488,415.330036799189,62.5
1,728,418.7371357547095,62.5
1,991,419.45818077563945,62.5
0,861,420.59534046867395,0
0,918,421.1868096084919,0
0,626,421.84156949386085,0
0,872,423.139713366981,0
1,27,423.20563911512124,62.5
0,974,426.67957914034673,0
0,437,426.99229931371065,0
0,538,430.50645997613105,0
