block_id,shard_count
0,125472
1,125472
2,125568
3,125504
4,125536
5,125472
6,125536
7,125472
8,125504
9,125472
10,125504
11,125440
12,125440
13,125504
14,125536
15,125536
16,125536
17,125472
18,125536
19,125472
20,125536
21,125504
22,125504
23,125536
24,125536
25,125504
26,125536
27,125536
28,125472
29,125568
30,125536
31,125504
32,125472
33,125568
34,125504
35,125504
36,125536
37,125536
38,125472
39,125504
40,125536
41,125536
42,125504
43,125472
44,125504
45,125504
46,125472
47,125504
48,125632
49,125504
50,125504
51,125536
52,125504
53,125504
54,125472
55,125536
56,125536
57,125504
58,125504
59,125536
60,125536
61,125472
62,125472
63,125504
