block_id,msg_type,sender,receiver,time_ms
0,IDONTWANT,636,155,129.21642524617727
0,IDONTWANT,636,611,129.21642524617727
0,IDONTWANT,636,650,129.21642524617727
0,IDONTWANT,636,243,129.21642524617727
0,IDONTWANT,268,38,187.841857668545
0,IDONTWANT,268,185,187.841857668545
0,IDONTWANT,268,156,187.841857668545
0,IDONTWANT,268,367,187.841857668545
0,IDONTWANT,639,794,193.1460544864705
0,IDONTWANT,639,406,193.1460544864705
0,IDONTWANT,639,534,193.1460544864705
0,IDONTWANT,639,599,193.1460544864705
0,IDONTWANT,698,941,218.5147451457141
0,IDONTWANT,698,591,218.5147451457141
0,IDONTWANT,698,807,218.5147451457141
0,IDONTWANT,698,779,218.5147451457141
0,IDONTWANT,551,261,222.7635156145188
0,IDONTWANT,551,450,222.7635156145188
0,IDONTWANT,551,965,222.7635156145188
0,IDONTWANT,551,219,222.7635156145188
0,IDONTWANT,958,761,223.5299180335423
0,IDONTWANT,958,686,223.5299180335423
0,IDONTWANT,958,814,223.5299180335423
0,IDONTWANT,958,639,223.5299180335423
0,IDONTWANT,38,293,225.4441285124735
0,IDONTWANT,38,753,225.4441285124735
0,IDONTWANT,38,692,225.4441285124735
0,IDONTWANT,38,983,225.4441285124735
0,IDONTWANT,169,596,237.3097602711147
0,IDONTWANT,169,698,237.3097602711147
0,IDONTWANT,169,636,237.3097602711147
0,IDONTWANT,169,561,237.3097602711147
0,IDONTWANT,941,952,237.84944830618403
0,IDONTWANT,941,525,237.84944830618403
0,IDONTWANT,941,41,237.84944830618403
0,IDONTWANT,941,82,237.84944830618403
0,IDONTWANT,596,609,245.58328692648405
0,IDONTWANT,596,61,245.58328692648405
0,IDONTWANT,596,752,245.58328692648405
0,IDONTWANT,596,551,245.58328692648405
0,IDONTWANT,838,846,246.90495226477228
0,IDONTWANT,838,739,246.90495226477228
0,IDONTWANT,838,874,246.90495226477228
0,IDONTWANT,838,980,246.90495226477228
0,IDONTWANT,570,943,249.19233550834656
0,IDONTWANT,570,449,249.19233550834656
0,IDONTWANT,570,194,249.19233550834656
0,IDONTWANT,570,649,249.19233550834656
0,IDONTWANT,221,751,250.1186004958714
0,IDONTWANT,221,997,250.1186004958714
0,IDONTWANT,221,35,250.1186004958714
0,IDONTWANT,221,10,250.1186004958714
0,IDONTWANT,523,61,251.13553801802925
0,IDONTWANT,523,585,251.13553801802925
0,IDONTWANT,523,626,251.13553801802925
0,IDONTWANT,523,181,251.13553801802925
0,IDONTWANT,219,865,252.9530229312615
0,IDONTWANT,219,232,252.9530229312615
0,IDONTWANT,219,639,252.9530229312615
0,IDONTWANT,219,281,252.9530229312615
0,IDONTWANT,422,195,254.63915798570162
0,IDONTWANT,422,225,254.63915798570162
0,IDONTWANT,422,979,254.63915798570162
0,IDONTWANT,422,14,254.63915798570162
0,IDONTWANT,61,221,260.98561591974646
0,IDONTWANT,61,511,260.98561591974646
0,IDONTWANT,61,193,260.98561591974646
0,IDONTWANT,61,32,260.98561591974646
0,IDONTWANT,603,676,263.7117360390331
0,IDONTWANT,603,593,263.7117360390331
0,IDONTWANT,603,171,263.7117360390331
0,IDONTWANT,603,404,263.7117360390331
0,IDONTWANT,802,268,263.9020205982388
0,IDONTWANT,802,836,263.9020205982388
0,IDONTWANT,802,713,263.9020205982388
0,IDONTWANT,802,146,263.9020205982388
0,IDONTWANT,965,667,264.4392251791162
0,IDONTWANT,965,389,264.4392251791162
0,IDONTWANT,965,659,264.4392251791162
0,IDONTWANT,965,707,264.4392251791162
0,IDONTWANT,393,428,266.2842869868588
0,IDONTWANT,393,545,266.2842869868588
0,IDONTWANT,393,865,266.2842869868588
0,IDONTWANT,393,683,266.2842869868588
0,IDONTWANT,692,536,275.62492083179336
0,IDONTWANT,692,13,275.62492083179336
0,IDONTWANT,692,752,275.62492083179336
0,IDONTWANT,692,228,275.62492083179336
0,IDONTWANT,865,426,275.7038340379418
0,IDONTWANT,865,702,275.7038340379418
0,IDONTWANT,865,570,275.7038340379418
0,IDONTWANT,865,553,275.7038340379418
0,IDONTWANT,360,382,277.4385029680857
0,IDONTWANT,360,991,277.4385029680857
0,IDONTWANT,360,661,277.4385029680857
0,IDONTWANT,360,403,277.4385029680857
0,IDONTWANT,146,908,281.7795019932727
0,IDONTWANT,146,764,281.7795019932727
0,IDONTWANT,146,228,281.7795019932727
0,IDONTWANT,146,633,281.7795019932727
0,IDONTWANT,908,393,283.18303723585433
0,IDONTWANT,908,523,283.18303723585433
0,IDONTWANT,908,412,283.18303723585433
0,IDONTWANT,908,76,283.18303723585433
0,IDONTWANT,761,838,284.2249272472614
0,IDONTWANT,761,239,284.2249272472614
0,IDONTWANT,761,25,284.2249272472614
0,IDONTWANT,761,798,284.2249272472614
0,IDONTWANT,335,594,285.03289178386467
0,IDONTWANT,335,657,285.03289178386467
0,IDONTWANT,335,639,285.03289178386467
0,IDONTWANT,335,72,285.03289178386467
0,IDONTWANT,999,366,285.494167631503
0,IDONTWANT,999,858,285.494167631503
0,IDONTWANT,999,853,285.494167631503
0,IDONTWANT,999,538,285.494167631503
0,IDONTWANT,323,941,287.04778265614004
0,IDONTWANT,323,765,287.04778265614004
0,IDONTWANT,323,946,287.04778265614004
0,IDONTWANT,323,82,287.04778265614004
0,IDONTWANT,983,383,290.0099386413419
0,IDONTWANT,983,724,290.0099386413419
0,IDONTWANT,983,470,290.0099386413419
0,IDONTWANT,983,382,290.0099386413419
0,IDONTWANT,779,873,291.4953112748083
0,IDONTWANT,779,777,291.4953112748083
0,IDONTWANT,779,628,291.4953112748083
0,IDONTWANT,779,15,291.4953112748083
0,IDONTWANT,943,948,292.5626573306086
0,IDONTWANT,943,349,292.5626573306086
0,IDONTWANT,943,301,292.5626573306086
0,IDONTWANT,943,59,292.5626573306086
0,IDONTWANT,491,690,293.6439659673973
0,IDONTWANT,491,587,293.6439659673973
0,IDONTWANT,491,56,293.6439659673973
0,IDONTWANT,491,798,293.6439659673973
0,IDONTWANT,831,806,293.9947453936421
0,IDONTWANT,831,499,293.9947453936421
0,IDONTWANT,831,317,293.9947453936421
0,IDONTWANT,831,142,293.9947453936421
0,IDONTWANT,650,811,294.4186225019287
0,IDONTWANT,650,21,294.4186225019287
0,IDONTWANT,650,339,294.4186225019287
0,IDONTWANT,650,388,294.4186225019287
0,IDONTWANT,611,120,296.67372153757645
0,IDONTWANT,611,184,296.67372153757645
0,IDONTWANT,611,886,296.67372153757645
0,IDONTWANT,611,119,296.67372153757645
0,IDONTWANT,449,958,296.93456503462085
0,IDONTWANT,449,955,296.93456503462085
0,IDONTWANT,449,986,296.93456503462085
0,IDONTWANT,449,165,296.93456503462085
0,IDONTWANT,450,709,298.5438992522827
0,IDONTWANT,450,794,298.5438992522827
0,IDONTWANT,450,399,298.5438992522827
